StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q1,Q2,Q3,Q4,Q5,Q6,Q6_16_TEXT,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_17_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q1,Q1_11_TEXT,Q2,Q2_11_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q1,Q1_9_TEXT,Q2,Q2_7_TEXT,Q3,Q3_6_TEXT,Q4,Q4_6_TEXT,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q8_4_TEXT
5/7/24 2:47,5/7/24 2:51,IP Address,100,195,TRUE,5/7/24 2:51,R_8jcxaB8I0dB6aqy,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,9,9,9,10,10,In favor,High,86,1994,Yes,"I didn’t want others to use my findings before peer review,I didn’t think it was important,My collaborators were opposed to doing it",,88,4,9,11,36,40,In favor,High,68,1996,"I didn't want others to use my plans for their own research,I was unfamiliar with the practice,My collaborators were opposed to doing it",,Yes,68,6,9,16,36,33,In favor,High,88,1997,"It was too time consuming,The data were too difficult to anonymize (human subjects),I was unfamiliar with the practice",,Yes,86,9,11,13,39,28,In favor,86,1999,Comment in the manuscript that I can be contacted for materials,,"I didn't want others to use my plans for their own research,My collaborators were opposed to doing it",,Yes,89,3,6,19,33,39,6,2,4,1,5,7,3,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries",6,1,4,5,2,3,6,2,4,5,1,3,"Training from professional organizations,Doctoral training program",,"Training from your institution,Online webinar, blog, or podcast",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Associate Professor,,20,981,I mainly conduct group design research,
5/7/24 2:55,5/7/24 3:00,IP Address,100,280,TRUE,5/7/24 3:00,R_1PGMRzibLEwdaRf,anonymous,EN,0,Agree,I have some experience with open science practices,7,7,7,7,8,In favor,Low,20,1999,Yes,It was too time consuming,,50,5,5,20,60,10,In favor,Low,20,1999,It was too time consuming,,Yes,60,5,5,20,60,10,In favor,Low,20,1999,"The data were proprietary, or access was restricted",,Yes,50,5,5,10,60,20,In favor,20,1999,Supplemental materials,,It was too time consuming,,Yes,50,5,5,10,60,20,1,2,7,3,4,5,6,Lack of knowledge of suitable registries,2,1,3,4,5,6,2,1,3,4,5,6,"Conference presentation or workshop,Journal publication or scholarly work",,"Doctoral training program,Online webinar, blog, or podcast",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Basic researcher,,University,,Doctoral Student ,,10,500,I mainly conduct group design research,
5/7/24 3:27,5/7/24 3:31,IP Address,100,247,TRUE,5/7/24 3:31,R_7dLgkNLcBrY5jcM,anonymous,EN,0.100000001,Agree,I have extensive experience with open science practices,8,8,8,8,9,In favor,High,60,2005,Yes,"It was too time consuming,I didn’t perceive my field to be in favor of this",,60,5,5,5,60,25,In favor,High,60,2005,I didn't know of a suitable registry,,Yes,80,5,5,5,60,25,In favor,High,60,2005,"The data were proprietary, or access was restricted",,Yes,60,5,5,5,70,15,In favor,60,2005,Supplemental materials,,I was unfamiliar with the practice,,Yes,60,5,5,5,70,15,2,7,3,4,5,6,1,"Lack of knowledge of suitable registries,It did not seem relevant ",3,2,4,5,6,1,3,2,4,5,6,1,Training from professional organizations,,"Online webinar, blog, or podcast,Journal club,Social media",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender woman,,Applied researcher,,University,,Doctoral Student ,,10,600,I mainly conduct single-case design research,
5/7/24 3:53,5/7/24 3:57,IP Address,100,237,TRUE,5/7/24 3:57,R_3R9x1ebrB4UgwnL,anonymous,EN,0.600000024,Agree,I have some experience with open science practices,6,6,6,6,6,In favor,Low,20,2020,Yes,It was too time consuming,,80,5,5,5,60,25,In favor,Low,20,2020,It was too time consuming,,Yes,80,5,5,5,60,25,In favor,Low,20,2020,"The data were proprietary, or access was restricted",,Yes,80,5,5,5,60,25,In favor,20,2020,Comment in the manuscript that I can be contacted for materials,,It was too time consuming,,Yes,80,5,5,5,60,25,2,1,5,3,6,7,4,Too time consuming/lack of support,4,6,1,2,3,5,4,6,1,2,3,5,Colleague or peer,,Social media,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Translational researcher,,University,,Doctoral Student ,,8,281,I mainly conduct systematic reviews and meta-analyses,
5/7/24 4:19,5/7/24 4:23,IP Address,100,213,TRUE,5/7/24 4:23,R_73WdKAuun3AnyvR,anonymous,EN,0,Agree,I have extensive experience with open science practices,8,9,9,9,9,Very much in favor,High,88,2015,Yes,It was too time consuming,,90,3,3,6,80,8,Very much in favor,High,88,2015,"It was too time consuming,It was too difficult",,Yes,80,3,3,6,80,8,Very much in favor,High,80,2015,"The data were proprietary, or access was restricted",,Yes,80,3,3,6,80,8,Very much in favor,88,2015,Repository,,It was too time consuming,,Yes,80,3,3,6,80,8,1,4,5,3,6,7,2,Too time consuming/lack of support,4,5,1,2,3,6,4,5,1,2,3,6,Conference presentation or workshop,,Doctoral training program,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender woman,,Applied researcher,,University,,Doctoral Student ,,9,263,I mainly conduct group design research,
5/7/24 11:42,5/7/24 12:03,IP Address,100,1217,TRUE,5/7/24 12:03,R_3CIAJXKhmW2eQ5k,anonymous,EN,0.800000012,Agree,"Until now, I was unaware of open science practices",0,0,0,2,0,Against,None,0,0,I don't have any scholarly work,,,0,30,40,10,10,10,"Neither in favor nor against (i.e., neutral)",None,0,0,I didn't want others to use my plans for their own research,,I don't have any scholarly work,0,40,30,10,10,10,In favor,Moderate ,0,0,It was too time consuming,,No,1,10,10,50,20,10,Very much in favor,0,0,Supplemental materials,,,,Yes,90,0,0,40,25,35,1,3,5,4,7,6,2,"Lack of knowledge of open science practices,Lack of direct benefit to me",2,6,5,3,1,4,1,2,6,5,3,4,Mentor or advisor,,"Conference presentation or workshop,Journal publication or scholarly work,Training from your institution,Mentor or advisor,Doctoral training program,Online webinar, blog, or podcast",,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,White,,Cisgender woman,,Applied researcher,,Private clinic,,Doctoral Student ,,4.5,1,I mainly conduct single-case design research,
4/30/24 17:12,4/30/24 17:23,IP Address,84,672,FALSE,5/7/24 17:23,R_2N5p1OLtV601uPP,anonymous,EN,0.800000012,Agree,,5,5,3,5,5,Very much in favor,High,74,1994,Yes,I was nervous that someone would discover a mistake,,,20,10,25,20,25,Very much in favor,High,,1995,It was too difficult,,Yes,64,20,25,25,10,20,Very much in favor,High,0,2003,"The data were proprietary, or access was restricted",,Yes,73,20,25,10,25,20,Very much in favor,,,Comment in the manuscript that I can be contacted for materials,,It was too difficult,,No,82,20,20,25,15,20,,,,,,,,I did not want to share my ideas/data,1,6,4,5,2,3,1,3,5,4,2,6,Doctoral training program,,Training from your institution,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,
4/30/24 17:30,4/30/24 17:39,IP Address,19,491,FALSE,5/7/24 17:39,R_8mn1OIPhDglsAMl,anonymous,EN,0.899999976,Agree,I have extensive experience with open science practices,7,7,4,5,3,Very much in favor,High,60,2003,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/24 20:20,4/30/24 20:30,IP Address,19,576,FALSE,5/7/24 20:30,R_5t4EAPLAdwpDGAu,anonymous,EN,,Agree,I have extensive experience with open science practices,7,8,7,8,8,In favor,Low,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/24 7:29,5/1/24 7:29,IP Address,4,36,FALSE,5/8/24 7:29,R_5FFcKgchIS9utLa,anonymous,EN,0.899999976,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/24 8:27,5/1/24 8:27,IP Address,4,22,FALSE,5/8/24 8:27,R_5Lh5z34AKP7AoY0,anonymous,EN,1,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/24 9:22,5/1/24 9:27,IP Address,40,267,FALSE,5/8/24 9:27,R_7aLDrSl9Ym9ufKk,anonymous,EN,1,Agree,"I am aware of open science, but have not used open science practices in my research",7,3,10,8,7,"Neither in favor nor against (i.e., neutral)",Low,0,0,No,,,15,0,0,100,0,0,"Neither in favor nor against (i.e., neutral)",Low,0,0,"It was too time consuming,It was too difficult,I didn't want others to use my plans for their own research,I was nervous that someone would discover a mistake,I was unfamiliar with the practice,I didn't know of a suitable registry",,No,,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/24 9:42,5/1/24 9:50,IP Address,19,451,FALSE,5/8/24 9:50,R_4K0S0ZqYLDVTZjr,anonymous,EN,1,Agree,I have some experience with open science practices,9,8,6,10,8,In favor,High,2,2012,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/24 11:55,5/1/24 12:39,IP Address,56,2639,FALSE,5/8/24 12:39,R_6CV1SOkxyuKD1Hb,anonymous,EN,1,Agree,I have some experience with open science practices,10,5,,5,0,In favor,Moderate,1,2022,No,,,20,0,0,25,50,25,Very much in favor,Moderate,1,2023,,,No,20,0,0,50,25,25,In favor,Low,0,,,,No,10,0,0,25,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/24 15:43,5/1/24 15:44,IP Address,9,79,FALSE,5/8/24 15:44,R_1duwAonJiYGVR6j,anonymous,EN,1,Agree,"I am aware of open science, but have not used open science practices in my research",5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/24 17:07,5/1/24 17:16,IP Address,40,522,FALSE,5/8/24 17:16,R_3zbtVPJuEy16dLq,anonymous,EN,1,Agree,I have extensive experience with open science practices,10,9,10,7,6,In favor,Moderate,60,2005,No,,,80,0,0,20,80,0,"Neither in favor nor against (i.e., neutral)",Low,0,0,I was unfamiliar with the practice,,No,2,0,5,90,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/24 22:31,5/1/24 22:36,IP Address,40,283,FALSE,5/8/24 22:36,R_7pRwte5HuWwlSiR,anonymous,EN,1,Agree,I have some experience with open science practices,6,7,8,6,6,"Neither in favor nor against (i.e., neutral)",Moderate,1,2022,No,,,10,0,10,70,10,10,"Neither in favor nor against (i.e., neutral)",Low,0,0,Other (explain below),n/a,No,10,0,10,70,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/24 2:22,5/2/24 2:22,IP Address,4,12,FALSE,5/9/24 2:22,R_4CTOdC1hTfZYfwJ,anonymous,EN,0.800000012,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/24 9:05,5/2/24 9:18,IP Address,56,744,FALSE,5/9/24 9:18,R_5pGPuYM4BcP3sew,anonymous,EN,0.800000012,Agree,I have extensive experience with open science practices,10,10,,10,8,Very much in favor,High,17,2020,Yes,,,15,0,5,50,30,15,Very much in favor,Moderate,2,2016,"I didn't want others to use my plans for their own research,I was nervous that someone would discover a mistake,It didn't seem relevant for my work,I won't be credited for it",,No,5,0,30,40,20,10,Very much in favor,High,20,2017,"The data were proprietary, or access was restricted,The data were too difficult to anonymize (human subjects)",,Yes,20,0,10,30,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/24 9:21,5/2/24 9:29,IP Address,56,446,FALSE,5/9/24 9:29,R_4EbwzvQMMbN9EZv,anonymous,EN,0.899999976,Agree,"Until now, I was unaware of open science practices",2,2,6,6,2,Very much in favor,None,0,0,I don't have any scholarly work,,,15,20,10,10,40,20,Very much in favor,None,0,0,,,I don't have any scholarly work,15,30,15,30,15,10,"Neither in favor nor against (i.e., neutral)",None,0,0,,,I don't have any scholarly work,5,50,20,20,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/24 21:05,5/2/24 21:12,IP Address,84,414,FALSE,5/9/24 21:12,R_4eglQ4S16530mpw,anonymous,EN,0.699999988,Agree,"I am aware of open science, but have not used open science practices in my research",6,5,6,4,3,Very much in favor,None,55,0,Yes,"I didn’t perceive my field to be in favor of this,I didn’t want others to use my findings before peer review,I didn’t think it was important",,55,10,25,25,15,25,Very much in favor,None,55,,"It was too time consuming,I didn't perceive my field to be in favor of this,It didn't seem relevant for my work",,Yes,60,25,10,20,35,10,Very much in favor,None,75,0,"The data were proprietary, or access was restricted,I didn't want others to use the data for their own research,I was unfamiliar with the practice",,Yes,65,15,25,20,30,10,Very much in favor,85,1994,Supplemental materials,,"It was too difficult,My collaborators were opposed to doing it",,Yes,66,35,20,25,15,5,3,2,6,1,7,5,4,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries",1,6,5,3,4,2,4,1,3,5,2,6,"Journal publication or scholarly work,Training from professional organizations,Doctoral training program",,"Conference presentation or workshop,Training from your institution,Colleague or peer",,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,
5/3/24 9:38,5/3/24 9:41,IP Address,19,223,FALSE,5/10/24 9:41,R_4OnR3E2I0tYNpap,anonymous,EN,0.600000024,Agree,I have some experience with open science practices,8,10,9,10,7,"Neither in favor nor against (i.e., neutral)",Low,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/24 9:54,5/3/24 9:56,IP Address,25,153,FALSE,5/10/24 9:57,R_7CJjwM3D3cT7LPp,anonymous,EN,1,Agree,"I am aware of open science, but have not used open science practices in my research",3,0,0,3,3,Against,Low,0,0,No,,,0,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/24 13:26,5/4/24 13:28,IP Address,9,91,FALSE,5/11/24 13:28,R_1cusHcv87WfVdpZ,anonymous,EN,1,Agree,"Until now, I was unaware of open science practices",,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/24 13:39,5/4/24 13:44,IP Address,19,274,FALSE,5/11/24 13:44,R_5P89OZMLUhTnjWq,anonymous,EN,0.800000012,Agree,"I am aware of open science, but have not used open science practices in my research",2,3,4,4,4,"Neither in favor nor against (i.e., neutral)",None,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/24 18:02,5/5/24 18:04,IP Address,4,84,FALSE,5/12/24 18:04,R_7O65lVj74FUvDil,anonymous,EN,0.899999976,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/24 23:05,5/5/24 23:08,IP Address,4,161,FALSE,5/12/24 23:08,R_5KLhnOvz73gIIOR,anonymous,EN,0.100000001,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/24 1:42,5/6/24 1:43,IP Address,9,57,FALSE,5/13/24 1:43,R_51hdjynztHM2LhC,anonymous,EN,0.100000001,Agree,I have some experience with open science practices,7,7,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/24 17:29,5/6/24 17:35,IP Address,25,375,FALSE,5/13/24 17:35,R_2ffZMB6CSojXZNO,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,2,2,10,10,7,"No opinion (i.e., I did not know anything about preprints before this survey)",None,0,0,No,,,30,5,10,15,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/24 23:25,5/6/24 23:28,IP Address,19,145,FALSE,5/13/24 23:28,R_5woWleMcrbofOQt,anonymous,EN,0.600000024,Agree,"I am aware of open science, but have not used open science practices in my research",,,4,4,,"No opinion (i.e., I did not know anything about preprints before this survey)",None,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/24 2:13,5/7/24 2:16,IP Address,9,196,FALSE,5/14/24 2:16,R_4pxmbSI4GxQdJCU,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,2,2,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/24 14:41,5/21/24 14:54,IP Address,100,794,TRUE,5/21/24 14:54,R_5xDYzuIiqO5Qqig,anonymous,EN,1,Agree,I have some experience with open science practices,8,,1,5,,In favor,Low,0,0,I don't have any scholarly work,,,10,0,0,50,40,10,In favor,Low,0,0,,,I don't have any scholarly work,5,0,25,50,25,0,In favor,Low,0,0,,,I don't have any scholarly work,5,0,0,100,0,0,In favor,0,0,,,,,I don't have any empirical scholarly work,5,20,20,40,20,0,5,1,2,6,7,3,4,,1,6,5,4,2,3,3,1,4,6,5,2,"Mentor or advisor,Colleague or peer,Social media",,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution,Mentor or advisor,Colleague or peer,Doctoral training program,Online webinar, blog, or podcast,Journal club,Social media",,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,In-home services,,Doctoral Student ,,3,0,I mainly conduct single-case design research,
6/14/24 13:23,6/14/24 13:44,IP Address,100,1304,TRUE,6/14/24 13:44,R_5CII8lwCoqfyl4m,anonymous,EN,1,Agree,I have some experience with open science practices,10,5,0,8,2,In favor,Low,0,0,No,,,30,15,45,20,20,0,In favor,Low,0,0,I was unfamiliar with the practice,,No,15,10,40,10,40,0,In favor,Low,0,0,"I didn’t think it was important,Other (explain below)","As this is not a common practice, it seemed like an extra step for me. I instead put statements into my papers that say people can request the data from me directly. So, I am for sharing the data, and would put it into a repository if published and used as a common practice.",No,15,0,30,50,20,0,Very much in favor,0,0,Comment in the manuscript that I can be contacted for materials,,,,"No, there were not original materials to share",25,10,20,20,40,10,4,2,1,6,7,3,5,"Lack of knowledge of open science practices,Too time consuming/lack of support",3,2,6,4,5,1,3,1,6,4,5,2,"Online webinar, blog, or podcast,Social media,Other (explain below)","Through prompts in the publishing process. For example, asking to place my data in a repository following peer review and acceptance of an article.","Conference presentation or workshop,Journal publication or scholarly work,Mentor or advisor,Colleague or peer,Online webinar, blog, or podcast",,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,"White,Black or African American,Middle Eastern or North African",,Cisgender woman,,Other (please explain),"I could comfortably idenitfy with any of these, except basic researcher.",University,,Assistant Professor ,,3,9,I mainly conduct single-case design research,
6/14/24 13:32,6/14/24 13:47,IP Address,100,882,TRUE,6/14/24 13:47,R_1whUVzZIbaKKwpj,anonymous,EN,1,Agree,,10,8,10,1,1,"Neither in favor nor against (i.e., neutral)",Moderate,0,0,No,,,10,0,25,50,25,0,"Neither in favor nor against (i.e., neutral)",Low,0,0,"It was too time consuming,It was too difficult",,No,25,0,25,25,50,0,Against,Low,0,0,Other (explain below),"Potential misuses of the data, such as distorted summary statistics or selective use of the data (omitting outliers or inconvenient results)",No,25,0,25,50,25,0,In favor,0,0,,,,,No,25,0,0,0,75,25,,,,,,,,"Lack of knowledge of open science practices,Too time consuming/lack of support",,,,,,,,,,,,,"Colleague or peer,Online webinar, blog, or podcast",,"Journal publication or scholarly work,Colleague or peer",,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,White,,Cisgender man,,Basic researcher,,University,,Professor,,50,200,I mainly conduct group design research,
6/14/24 14:27,6/14/24 14:41,IP Address,100,829,TRUE,6/14/24 14:41,R_7PBBNHoPhxfJ8eJ,anonymous,EN,1,Agree,I have extensive experience with open science practices,10,5,1,10,10,"Neither in favor nor against (i.e., neutral)",Moderate,0,0,No,,,,0,20,60,10,10,"Neither in favor nor against (i.e., neutral)",High,0,0,Other (explain below),"My research involves single-case research designs and, following practices advised by Sidman, the direction of the research is likely to change during the course of the study. This complicates preregistration to the extent that it does not seem useful",No,5,20,25,25,15,15,Very much in favor,Moderate ,0,0,"I was unfamiliar with the practice,I didn't know of a suitable repository",,Yes,15,0,10,40,25,25,Very much in favor,33,1985,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,,,Yes,,0,0,10,10,80,2,4,6,1,3,7,5,"Lack of knowledge of open science practices,Too time consuming/lack of support,Lack of knowledge of suitable registries,It did not seem relevant ",5,6,2,1,4,3,5,6,2,1,4,3,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations",,"Conference presentation or workshop,Journal publication or scholarly work,Online webinar, blog, or podcast",,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,White,,Cisgender man,,Basic researcher,,University,,Professor,,45,120,I mainly conduct single-case design research,
6/14/24 17:27,6/14/24 17:38,IP Address,100,653,TRUE,6/14/24 17:38,R_3N82eD15NuIuQ7b,anonymous,EN,1,Agree,I have some experience with open science practices,8,9,,9,7,Against,Moderate,1,2022,No,,,0,2,20,50,23,5,"Neither in favor nor against (i.e., neutral)",Moderate,0,0,"I didn't perceive my field to be in favor of this,It didn't seem relevant for my work",,No,5,0,10,80,10,0,Very much in favor,Moderate ,0,0,It was too time consuming,,No,20,0,5,10,15,70,"Neither in favor nor against (i.e., neutral)",3,2019,Supplemental materials,,,,Yes,20,0,10,40,40,10,4,1,2,3,7,5,6,"Too time consuming/lack of support,Lack of knowledge of suitable registries",2,3,4,5,6,1,1,3,4,5,6,2,"Training from professional organizations,Training from your institution,Online webinar, blog, or podcast",,"Training from professional organizations,Training from your institution",,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,"White,Hispanic, Latino, or Spanish",,Cisgender woman,,Basic researcher,,University,,Post-doctoral Researcher ,,2,10,I mainly conduct single-case design research,
6/19/24 19:18,6/19/24 19:34,IP Address,100,974,TRUE,6/19/24 19:34,R_67XxVvVTztjqNnX,anonymous,EN,1,Agree,"I am aware of open science, but have not used open science practices in my research",6,0,0,0,6,In favor,None,0,0,No,,,25,15,15,50,10,10,Very much in favor,Low,0,0,"I was unfamiliar with the practice,I didn't know of a suitable registry",,No,25,10,10,50,20,10,In favor,None,0,0,"I was unfamiliar with the practice,I didn't know of a suitable repository",,No,10,30,30,30,5,5,In favor,3,2023,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,,,Yes,50,10,10,20,20,40,1,4,5,2,7,3,6,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries,Opposition from collaborators ",1,5,3,4,2,6,1,5,3,4,2,6,"Mentor or advisor,Colleague or peer",,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Online webinar, blog, or podcast",,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,White,,Cisgender woman,,Scientist-practitioner,,University,,Other (please explain),Lecturer and Program Coordinator,2,14,I mainly conduct group design research,
6/14/24 13:30,6/14/24 14:02,IP Address,56,1919,FALSE,6/21/24 14:11,R_1DVebhzwN23CDRv,anonymous,EN,1,Agree,I have extensive experience with open science practices,8,8,8,8,5,Very much in favor,High,20,2022,Yes,"I didn’t perceive my field to be in favor of this,I didn’t want to share something that might be different than the final version ,My collaborators were opposed to doing it",,25,30,0,50,0,20,In favor,Moderate,0,0,"It was too time consuming,I was unfamiliar with the practice,It didn't seem relevant for my work",,No,,0,20,50,20,10,In favor,Moderate ,50,2018,"I was unfamiliar with the practice,I didn’t want to lose control over how the data were used",,Yes,,0,0,50,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/24 20:53,6/16/24 2:35,IP Address,9,20533,FALSE,6/23/24 2:35,R_5TzpZCER1zvvmIV,anonymous,EN,1,Agree,"I am aware of open science, but have not used open science practices in my research",,,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
